ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
6400
ITEM: BOX BOUNDS ss pp pp
-9.7926982851326834e+00 3.6894730484111182e+02
0.0000000000000000e+00 1.4440000000000000e+01
0.0000000000000000e+00 1.4440000000000000e+01
ITEM: ATOMS id vx vy vz
419 -2.0859 -0.684076 3.10898
421 0.427039 0.0529033 -1.88927
417 5.42918 -0.892801 0.437174
354 1.4423 -2.49877 -0.753482
338 -4.92536 3.18983 -1.50149
406 -0.531456 -2.93348 -1.43139
420 -1.64655 -2.57709 1.71585
422 -0.163387 -2.79862 -2.74059
467 0.686951 2.0397 -1.16191
483 0.0642499 3.78927 -0.605072
485 -1.44892 4.01915 0.335245
402 2.4581 0.247185 -0.13441
418 1.00663 0.0302559 1.56936
481 5.76713 1.20738 -1.35948
470 -1.81777 3.21393 1.10984
484 -3.8229 0.0090994 2.03252
486 1.83896 -1.2798 -0.601355
531 1.56951 -1.27291 0.110435
547 -0.909342 -4.98207 -1.3304
549 1.91519 -4.42251 -1.60774
482 1.00058 3.45183 -0.309735
545 0.30865 -0.786147 -2.64
466 1.15296 -2.63968 -2.11862
534 -1.87016 0.819647 0.332942
548 -0.966149 -2.27166 -0.0314317
550 0.470038 -1.28107 -1.35349
595 1.49658 0.688872 -5.71631
611 -1.89647 1.78194 1.08657
613 -0.919063 2.38749 0.296777
546 3.84919 1.65017 0.784138
609 -0.344005 -1.49888 4.30786
530 -1.20296 0.215461 3.52876
598 -2.6443 0.292604 -2.48085
612 -0.0588375 -0.37037 2.3823
614 1.96326 -0.197516 -3.17537
659 2.34275 -1.53305 -0.52874
675 0.135998 -0.881246 -0.708816
677 2.0732 1.15933 0.515387
594 1.33134 2.15254 -2.09764
673 1.48188 -2.05141 -0.509513
610 0.0839023 -3.13091 -0.0506576
662 1.24662 -2.86904 4.13936
676 4.49317 0.0545217 -1.86795
678 -2.35302 -2.08082 -0.372125
723 2.60832 0.230663 1.27835
739 2.19188 0.848326 2.46001
741 -1.37941 -1.43119 2.16486
674 1.22839 -1.20393 -2.46323
658 -1.47615 -1.53137 0.281266
737 -1.43505 -0.994156 -0.52747
726 -2.25364 1.62888 -1.81156
740 -2.16747 0.588373 -1.70319
742 0.358095 -1.03841 1.04122
787 3.67067 2.09664 -0.827568
803 1.12258 -1.00834 1.98126
805 -0.560477 0.584148 -3.884
722 -0.185399 0.956923 0.162182
801 1.45136 -0.549112 -3.67425
738 2.06253 3.46924 -3.88648
790 0.359077 -1.80917 1.67464
804 2.18672 2.74336 4.63969
806 -2.79783 2.5551 -4.53171
851 0.639427 0.361896 0.868239
867 -0.714265 0.761242 -2.10124
869 3.03518 -2.10216 -1.62201
865 -2.70767 -0.682882 -0.0930106
802 -0.176537 0.0616509 -1.90678
786 0.655889 -0.858404 -1.74977
854 -0.647907 -3.61043 2.08953
868 -2.27367 -0.369631 1.44029
870 1.5991 -1.17613 2.47043
915 0.297426 -1.53704 3.06034
931 -1.74824 0.18429 1.94959
933 -0.905846 1.05381 -0.132816
929 -2.90805 1.57006 -4.18787
850 4.2003 -0.418914 0.718265
866 -4.82795 -0.368509 -1.05876
918 2.20083 2.38639 -1.92036
932 1.37377 1.14698 -1.60574
934 -2.38475 2.67501 -0.0689062
914 1.86764 -1.82175 0.500445
979 2.30112 -1.8823 -0.53149
995 -2.43078 0.43365 0.122604
997 -2.23132 0.588878 2.76661
930 -2.22587 0.723211 2.73912
993 0.765602 -0.102781 -2.29199
982 -2.16555 2.05189 -1.01733
998 -2.13596 0.0305022 -1.5072
996 0.511553 1.71877 3.36589
978 -1.96411 0.767611 1.06586
994 -2.94366 0.75285 0.0777028
1043 -4.68737 0.146921 -3.52618
1059 -0.79034 1.35015 -2.02572
1061 -0.738249 1.66489 2.17241
1057 0.277402 1.12911 -2.54157
1046 -1.65333 0.92512 -2.39486
1060 1.0911 -1.56445 -2.13585
1062 1.17693 -0.873301 1.81633
1042 -3.81899 -1.58048 -2.42158
1107 0.331491 -2.29642 -2.01454
1123 0.132423 -0.465597 2.12799
1125 0.482264 -1.35038 -2.29436
1058 0.908384 -1.37882 0.144948
1121 -1.72626 2.23506 0.684048
1110 1.99979 -2.22249 4.48456
1124 -1.74858 -3.43146 0.00220002
1126 -4.01372 0.150772 -0.317589
1122 -1.30399 3.32729 2.47668
1106 -0.399998 -5.04628 3.99045
1171 0.0778992 -0.957216 -3.6909
1187 1.64808 2.26762 0.643742
1189 1.01244 0.36448 1.09482
1185 0.470819 2.51636 1.30831
1174 1.20327 1.72681 -1.49062
1188 2.06797 0.062462 -1.10286
1190 0.913326 3.10795 -0.409065
1235 -4.76164 0.745971 1.30977
1251 -1.54021 0.525163 1.11667
1253 -0.157023 -0.833735 1.88797
1170 0.00867917 -0.226741 -0.704004
1249 2.53736 -0.678329 1.92409
1186 1.67511 0.252095 3.07862
1238 2.24114 -1.32244 -0.816038
1252 0.961515 0.34669 -0.123236
1254 -0.493679 2.68667 -2.71229
1250 -1.80611 1.60807 -1.62478
1299 -1.261 -1.85334 -0.616985
1315 -1.39873 -0.303749 0.258797
1317 2.42557 -0.898347 -0.384763
1234 -3.92152 2.25117 0.0467061
1313 1.32171 -1.85981 -2.35363
1302 2.04016 -3.43423 1.67074
1316 -1.02126 2.71943 3.18052
1318 -1.27436 1.84895 0.168224
1379 -1.79635 1.2318 -1.33271
1381 2.93419 1.35628 2.41485
1363 1.12759 1.55585 -1.19582
1298 -2.57554 3.72268 1.31747
1377 -1.86247 1.02651 1.9629
1314 1.96493 -0.510074 -2.60189
1366 0.0302299 1.50871 -2.5215
1380 -1.92299 2.98664 -1.36326
1382 0.588403 -2.5382 3.90347
1427 -1.42309 -0.382198 -0.682924
1443 2.20731 -1.05874 -2.17433
1445 -1.64765 0.899259 -2.67958
1378 -0.449353 -0.789317 -3.73297
1430 -0.837135 -2.25965 1.31716
1444 -1.29004 -3.05905 1.63231
1446 -0.684152 3.07368 3.00416
1491 0.697418 1.29236 0.435231
1507 -3.15676 1.50425 0.610746
1509 -1.71854 -1.2036 -2.0927
1494 -0.782676 0.307574 0.748158
1508 0.149161 -1.06357 1.51601
1510 -1.70442 0.568848 -0.970794
1555 -1.69189 -1.60188 1.47791
1571 0.076682 2.70562 -0.324626
1573 -1.89732 0.659743 -0.204465
1558 -2.2696 -0.808521 -0.0870701
1572 -1.82475 -2.1209 2.12291
1574 1.56959 2.18601 -2.09614
1619 0.853852 0.414586 -1.28769
1637 -0.269616 -3.11975 -0.698898
1635 1.01748 2.95144 -0.456728
1622 -1.35982 -1.84111 -1.61909
1636 -0.164931 -0.512768 -0.929092
1638 1.84962 -0.929775 -0.132982
1683 -4.58847 0.247145 -2.37714
1699 0.368642 -1.31499 0.0445276
1701 3.88217 -1.46178 0.893383
1686 -0.925128 2.94028 -2.24914
1702 -2.31732 -2.19555 -1.29917
1700 0.877168 -1.96125 -0.97778
1765 -2.37892 1.31392 4.33748
1747 1.12889 3.95162 -2.28362
1763 -0.263393 -2.58734 3.06749
1750 -3.24556 3.14075 -3.18262
1764 1.74914 0.124336 1.49775
1766 -3.19981 0.684389 0.525619
1811 -0.782998 -1.58414 -0.388617
1827 0.106095 -1.86269 1.77689
1829 -0.0436213 1.50693 1.18876
1814 -1.89185 -0.570378 -0.976134
1828 0.25071 1.65021 1.6406
1830 -0.125205 -0.157054 2.19226
1875 -0.730183 1.08116 -1.47521
1891 -0.18583 1.47518 2.02614
1893 -1.6397 -2.04565 -1.45001
1878 -1.12689 -0.937991 1.52572
1892 -1.50983 -1.5998 -0.795425
1894 2.20215 1.26515 1.49906
1957 -0.817898 2.29493 2.08855
1939 1.40251 -0.804014 -3.03781
1955 0.0171848 -0.833978 2.94761
1942 -0.329699 -0.403295 1.51734
1953 -1.00957 3.9374 -0.252921
1956 0.962977 2.65127 -2.892
1958 -0.929154 2.87273 0.974458
2003 -0.600663 -3.70877 2.14127
2019 0.384558 0.76997 -3.1738
2021 -1.70025 2.77917 -1.5028
2020 -4.20779 3.10858 -3.30127
2022 0.969114 -0.241009 0.366372
1938 -0.809007 1.11818 -1.77676
2006 1.19715 -1.66206 -0.965295
2067 0.477265 -2.64297 2.21901
2083 -2.36166 -5.4031 2.33783
2085 0.3853 1.11626 0.302125
2070 2.28859 0.684765 -4.66297
2084 -3.68147 -1.15758 0.0970723
2086 2.75318 0.678112 -0.726896
2131 -0.340013 -1.96652 1.77206
2147 3.38946 1.18783 -1.55019
2149 -1.22172 0.251685 -2.47225
2134 3.092 -1.18892 -2.07579
2148 1.89432 -3.49133 -0.595563
2150 -1.78419 3.28625 0.436483
2145 1.15712 -0.745681 -0.438466
2211 -0.681329 -1.58153 -3.69355
2195 -3.46309 -0.176037 0.261144
2213 0.0786752 0.155289 -2.22558
2214 -1.76399 0.144149 -0.230355
2198 1.14621 -4.12695 -1.0464
2212 -0.2243 1.69604 1.80219
2194 -2.85318 -2.42164 -1.7684
2259 3.04099 2.82184 -1.48075
2275 1.56589 -2.87212 -1.95299
2277 -0.610917 -3.29531 -3.20911
2276 2.44847 1.68423 -2.5155
2278 -0.0280475 0.639703 -0.722795
2262 -5.88586 -1.99833 1.97352
2323 0.00317342 1.17698 -5.01795
2339 0.0801447 -1.56968 2.78372
2341 0.89117 -5.04772 2.94335
2326 1.67701 2.65505 -2.87059
2340 -1.3357 -1.07939 -2.93852
2342 2.00427 -4.8996 -1.91935
2387 0.782686 0.15343 -0.37638
2403 1.11588 -0.0738092 -1.04541
2405 -1.16274 -1.36289 -3.55752
2390 -1.23187 -2.43187 -1.02901
2404 -0.224454 0.659031 0.393609
2406 -3.66148 -0.998706 -3.54628
2467 0.855996 -1.16609 6.96451
2451 -4.15942 -4.17197 -2.79524
2469 -1.39119 2.05516 0.427455
2470 -0.244732 1.34636 0.161949
2454 -2.18561 0.501961 -2.84405
2468 -1.67493 2.6092 -4.39625
2515 -2.09351 1.64178 1.86207
2531 -0.510616 -1.67555 2.65043
2533 -0.995866 -0.919946 1.19715
2518 1.90796 1.83847 -1.5395
2532 -1.6964 0.402619 -1.78303
2534 -0.999903 2.1955 -2.83279
2530 2.09774 -0.00937693 2.22994
2514 2.96236 -2.07867 0.488006
2579 -1.71473 1.14743 0.302156
2595 -4.34721 0.632064 -2.7515
2597 1.88631 -0.302173 -0.237712
2582 2.01201 0.512014 1.22095
2598 3.27683 -0.561946 -5.85276
2596 0.988656 -1.59491 -0.146885
2593 0.577889 -2.38894 0.481886
2594 1.03643 0.305077 1.20673
2643 -0.95357 4.50194 -0.531533
2659 2.92911 -1.17952 -0.0657891
2661 -2.33502 5.24449 -1.19012
2646 3.10916 4.16835 1.80945
2660 -0.256041 -2.00329 -1.38676
2662 3.10436 0.991388 0.26441
2658 2.95499 -0.946828 -2.92895
2707 2.21378 -3.78959 0.687326
2723 -0.6436 -0.369309 1.94442
2725 0.133847 -0.122934 0.812398
2710 1.14156 0.0440142 3.40173
2724 2.1657 -0.739323 -0.553393
2726 0.921753 -1.68135 -2.20347
2722 1.75452 2.46516 3.52935
2706 1.0054 0.611251 -0.752495
2771 -2.04469 2.92546 -1.59394
2787 0.255665 -2.4581 -2.95674
2789 1.30916 -0.73337 -2.46851
2774 1.14788 1.30385 -0.398219
2788 2.22256 -0.459294 -1.13715
2790 1.65584 -0.137288 -0.0934168
2785 -2.39507 -0.545089 -0.300371
2770 0.568403 -0.652407 -2.14248
2835 -1.57358 2.44592 -3.62111
2851 1.75647 -1.52755 -0.515768
2853 2.73916 0.55454 2.45233
2838 -3.9725 -0.346711 0.500629
2852 0.868154 1.33222 -0.800076
2854 0.394515 5.43264 0.0253291
2849 1.94561 0.342412 1.00782
2850 2.51285 0.640641 -1.91022
2899 2.3854 1.01974 2.29357
2915 2.04675 1.74329 -2.99308
2917 -2.48668 -2.18723 -0.608666
2902 0.783115 -1.52293 0.345792
2916 1.73723 -1.14938 0.923142
2918 1.13398 -1.8437 0.931159
2913 1.48238 -3.53107 1.82807
2981 -2.53778 -1.44519 -0.327426
2963 -3.15941 2.26798 2.61408
2979 -1.63247 0.981957 -0.351472
2966 -1.47063 -1.60149 0.700556
2980 -0.0895112 -1.47423 -2.36826
2982 0.755497 1.24533 -0.171222
2978 -1.25479 -0.0420093 0.974181
3027 -1.19108 0.357192 0.31507
3043 0.948073 1.02616 0.726777
3045 2.77325 1.85023 1.56262
3030 2.03907 1.25886 -1.19565
3044 -2.85943 3.19766 -2.37302
3046 -0.492773 -0.269551 2.74994
3042 -2.21683 -2.04007 -3.61425
3041 -1.2246 -1.73697 -1.40015
3091 1.20438 -0.639377 0.505498
3107 -3.13313 -0.602046 -0.171179
3109 -0.515132 1.89898 0.10039
3094 1.20934 -2.15511 -2.71269
3108 -0.466919 0.253302 0.817118
3110 1.30972 -3.46769 1.28934
3155 0.327472 2.22536 -2.99358
3171 2.47422 -0.438993 -1.66904
3173 -1.14278 -0.656588 -1.72969
3158 -0.492387 0.472536 -0.985376
3172 0.229351 2.11877 0.525935
3174 -0.0878885 -4.03265 2.82494
3154 0.406541 -3.8969 -2.94187
3219 -2.32002 -4.51424 -3.45639
3235 0.119269 -0.556155 1.14689
3237 -2.69453 0.561308 -2.04209
3222 -2.26172 1.20483 -0.323716
3236 -0.27051 -3.10296 -0.375233
3238 -0.443542 -0.48561 2.82798
3283 -2.32912 -1.311 2.17663
3299 -1.40401 3.38964 -1.73656
3301 -2.30653 -1.16277 0.226162
3286 -0.901127 2.43499 -0.48597
3300 -4.1799 1.24415 2.9311
3302 -0.917479 -1.11486 2.16733
3298 -0.0110738 1.05081 -0.856568
3347 1.99572 3.51375 -3.34141
3363 4.91957 -2.1885 -1.52037
3365 -2.34137 1.65101 2.76302
3350 4.43199 -0.56081 -1.23099
3364 -2.66543 -2.30537 3.31021
3366 0.162372 -0.00117593 -0.170805
3411 -0.898363 1.36351 0.383445
3429 3.45054 -0.310187 0.898841
3427 -1.21661 -2.77659 0.726195
3414 -2.32773 1.33172 -1.52691
3430 -4.46464 2.03536 -0.36148
3428 0.380349 0.460196 -0.595006
3475 1.84798 -3.42162 0.69628
3491 2.88711 -2.41954 0.783565
3493 3.15349 0.592286 -3.55026
3478 -0.207551 -1.76327 0.131376
3492 -1.26106 2.8293 -0.0289313
3494 -0.0366108 -1.51926 2.5203
3539 -3.62239 -1.73915 -0.335253
3555 -2.96896 -1.88165 1.95153
3557 -0.640793 -1.55453 -0.181946
3542 -2.18743 -3.25572 -2.47008
3556 0.834269 -1.70702 -0.832067
3558 -2.44963 1.50854 1.01118
3603 1.0327 0.756147 1.85121
3619 -0.55153 0.766538 1.67064
3621 2.49537 2.59226 1.46035
3606 -0.252484 -2.38194 1.8569
3620 -0.58253 -1.68594 1.60657
3622 1.24393 0.743866 0.0104798
3618 -2.53625 -1.77575 2.85563
3667 -1.65196 1.11483 0.0172328
3683 0.481273 1.64231 0.749314
3685 1.32863 3.68949 4.9041
3670 -2.15128 1.57955 -3.43159
3684 -6.51403 0.382004 1.87037
3686 0.146448 1.09521 -0.966172
3681 3.10375 -1.83515 0.73961
3682 -0.652005 -1.94189 -2.35091
3731 1.44764 -0.39937 -2.68552
3747 0.510907 -4.15983 -1.69747
3749 1.02218 2.0076 -0.621961
3734 4.28635 -2.53099 0.520861
3748 1.88268 -1.39927 -2.79773
3750 0.818513 2.12624 4.07644
3811 -0.845404 0.270707 -1.33315
3813 0.243203 0.625681 -2.06408
3795 4.29567 0.169793 2.85589
3809 -1.83475 0.251673 1.35972
3798 2.36839 0.172068 0.249902
3812 -2.0073 0.811063 0.917879
3814 2.33777 -1.42848 -2.81738
3859 1.12797 -0.400061 1.3281
3877 1.6629 -0.958638 -0.163352
3875 5.33147 -1.23564 -1.10999
3862 -4.47651 -2.83416 2.36542
3876 -1.80026 3.11636 -1.58389
3878 -2.10523 1.8293 -2.61165
3874 2.41628 -1.10871 -5.44186
3923 -0.744483 2.5317 -1.14391
3939 0.610459 0.0396069 0.0141532
3941 4.26219 -0.334933 -1.7732
3926 0.370838 4.131 -1.16217
3940 -0.366059 -2.60361 -0.105348
3942 1.71538 -1.71152 2.13957
3987 0.253038 0.3332 1.67564
4003 0.795833 -2.29247 1.57037
4005 0.352484 -2.68111 -0.925822
3990 -1.00032 0.9961 -1.45387
4004 -4.71621 0.294668 1.83251
4006 0.606684 -3.0151 4.97935
4051 -1.28826 -2.63183 -0.903632
4067 -0.46709 0.612104 2.93445
4069 -1.75536 -0.856451 -0.877868
4054 0.535177 -2.28715 0.0273571
4068 -1.78692 1.56979 -2.14279
4070 1.85447 -2.06042 -1.26529
4065 -2.20416 3.9462 -3.88242
4066 -0.460376 0.893009 -1.18719
4115 0.886025 2.31026 0.867107
4131 -1.89846 -1.53296 -0.4787
4133 2.05207 -0.402005 3.3453
4118 2.12117 -0.0434834 0.121609
4132 -0.392062 0.474128 2.45038
4134 0.0585577 0.550859 -0.703225
4129 1.26611 -4.37253 -2.05219
4179 1.62067 0.171817 -1.52911
4195 -0.771874 1.25093 3.16969
4197 -0.839796 0.440739 1.40462
4182 1.22536 -0.376058 -1.17041
4196 1.50523 -0.970122 2.7082
4198 0.286095 1.08786 2.24837
4243 0.357623 2.10915 -3.07422
4259 1.22702 -4.13116 1.65167
4261 -0.226173 1.76748 0.833679
4246 4.69973 -0.844686 5.5058
4260 -4.22148 -0.205579 -2.48909
4262 2.21582 -2.00292 3.35109
4323 0.923552 3.42692 -1.21933
4325 0.356834 -1.08944 1.33968
4307 3.16549 1.56594 -1.04487
4324 1.47222 0.936129 0.894246
4326 -1.77721 -1.41257 1.01614
4310 -3.58686 0.786798 -0.109857
4387 -2.32957 1.56353 -0.428662
4371 1.58672 3.31048 1.02565
4389 -1.49906 -0.530933 1.18903
4321 1.90118 -0.298243 0.0549862
4385 -2.7 -1.91188 0.557748
4374 -3.08731 -1.86332 -1.36434
4390 -3.32593 -2.74969 1.00021
4388 -0.640875 -0.550213 -0.912124
4435 1.44173 -0.219368 0.517904
4453 2.57803 2.25813 1.80937
4451 -1.70332 -0.275606 0.799844
4438 1.09117 -1.61126 3.29134
4452 -1.46244 -5.53058 -0.48295
4454 1.63521 1.7872 -0.121531
4515 -0.0870983 -0.0554216 -0.699321
4499 -0.560077 0.0591051 -1.53586
4517 -0.407142 0.999497 -1.5345
4450 -1.08581 -3.56998 -0.261545
4513 0.00917108 2.10517 -2.60984
4502 -3.35005 -2.56468 -0.677413
4516 -1.48819 1.45789 -0.829815
4518 0.147545 -0.589637 2.168
4563 1.25515 -0.188203 1.56314
4579 -0.688675 -0.299181 0.165684
4581 -0.87672 -0.592689 -1.11456
4577 0.290239 1.48072 -0.702961
4566 0.742166 0.438099 1.20975
4580 0.209433 2.08373 -1.40396
4582 0.0359984 0.0206266 4.58714
4627 -1.62649 2.4905 1.52693
4643 -3.09086 1.40523 2.24767
4645 -2.84749 -2.30252 2.3777
4578 2.34814 -1.55811 -2.52239
4630 1.2924 0.767192 0.318584
4644 -1.21228 -2.02721 -0.447054
4646 -5.72203 2.33286 -0.79865
4691 2.97596 0.644211 -2.19214
4707 3.22408 1.19743 0.301271
4709 -0.173372 -2.86495 1.29079
4694 -1.3844 1.11924 -0.698185
4708 -2.61065 2.33522 0.345864
4710 3.01101 -1.18739 -1.9011
4755 -1.2781 0.397541 -1.92881
4771 -0.379858 -0.462999 0.644824
4773 0.0531678 -1.8431 3.667
4772 1.51961 0.0912498 1.96379
4758 2.47101 -0.93175 2.37369
4774 -1.34365 0.853539 0.518579
4819 -2.37056 -2.99561 2.64927
4835 -2.83588 -0.858227 -1.15689
4837 0.0134229 1.01939 1.68909
4838 -0.528277 -1.10838 1.20385
4822 -0.343987 2.45577 -0.129679
4836 0.999882 4.04964 -2.57507
4883 -1.30666 -0.369803 0.308729
4899 0.117677 3.45349 2.60285
4901 1.34478 1.34392 -3.00465
4886 -1.33093 -1.36064 -0.364155
4900 2.43079 1.44517 1.1027
4902 -0.139371 0.242069 -1.68577
4947 -0.227085 2.37426 -2.31974
4963 0.621445 3.96223 0.33896
4965 0.718644 2.2333 2.22849
4964 -1.06864 -0.868381 -1.61272
4950 1.51864 1.78722 -2.12616
4966 -2.70782 -1.43881 0.429563
5011 -2.29325 2.28479 -2.52063
5027 -3.67168 -1.43056 -0.0285902
5029 0.93498 1.9802 -2.02837
5014 1.03735 1.01971 -3.77847
5028 -1.49854 0.90252 -0.343898
5030 -0.815078 -2.44078 -1.40569
5075 -1.54401 2.30746 0.361273
5091 -2.34736 -0.555001 0.270335
5093 -0.249525 0.873103 2.23025
5078 -1.42099 1.18558 1.1542
5092 1.70699 -1.26718 0.147562
5094 3.53485 -2.47463 -1.32035
5139 3.7521 -3.04301 0.606598
5155 -0.569509 0.858542 4.71057
5157 -0.84291 1.16386 1.99329
5090 3.23994 -2.11221 -0.673582
5153 0.0974545 -2.07663 -2.9416
5142 0.659353 0.35705 1.22492
5156 0.0462694 -3.56282 0.221258
5158 1.22186 -3.44323 0.186263
5203 -2.35188 -2.22393 2.90958
5219 -2.65674 -0.648938 -1.00995
5221 -1.43539 2.33557 0.583313
5154 -1.01318 -0.712932 -0.728774
5217 3.50804 0.29818 1.39516
5206 2.57303 0.919978 1.5705
5220 1.10439 -1.63962 -3.29872
5222 1.53558 -1.3382 -2.90393
5267 -1.66346 0.032824 1.64172
5283 -0.517756 2.25858 -0.609709
5285 1.2363 -0.0720843 -0.457592
5202 0.0937884 -1.36415 3.80625
5270 -3.24994 -3.33583 -2.4993
5284 -3.92926 -0.232786 0.877281
5286 -0.282876 -2.88665 -0.600017
5331 1.66376 1.36368 0.924264
5347 -1.29034 2.37432 -0.05264
5349 -1.82954 0.547481 -3.23182
5345 4.5316 -0.0540971 1.45323
5266 0.407924 -0.773841 -1.11226
5282 0.493037 -3.68715 0.109074
5334 0.433949 -0.774122 0.0684949
5348 0.0698868 1.86651 -0.0681819
5350 -0.714698 3.70867 0.724149
5395 -0.297409 2.35451 2.4072
5411 3.35554 0.0117172 -2.86168
5413 1.13745 0.103078 1.31625
5346 0.593763 2.24765 4.42023
5330 0.245402 -4.1489 -1.92386
5409 0.0536222 1.21715 5.20347
5398 1.73493 0.633291 -1.00326
5412 1.06709 1.70809 2.14952
5414 -3.78815 -0.572311 0.318588
5459 -2.47723 -1.73596 0.0589665
5475 0.0953338 0.065007 0.356755
5477 1.35459 -2.73365 -2.23684
5394 -0.355815 -0.920786 0.635758
5410 0.0327106 -1.19875 -1.03164
5473 1.44983 -0.698839 -2.30635
5462 2.13942 0.456873 -2.88805
5476 2.02515 0.786875 -1.78116
5478 0.908083 -0.0456156 -0.4096
5523 1.10158 0.627713 -1.85105
5539 1.70006 2.1862 0.0433757
5541 -4.06623 -0.938465 -0.0971747
5474 -1.54825 -2.4103 0.494408
5537 0.0239914 -0.237733 0.12414
5526 3.8896 2.26382 1.31922
5540 -2.70933 -2.72511 -0.658958
5542 -0.0948931 0.171816 -5.04065
5605 0.0759189 -0.0683925 -1.63528
5603 0.0431711 2.11164 -1.39829
5587 1.63826 0.309941 4.00058
5590 -1.37828 2.93464 -0.893781
5604 -0.992271 0.768506 0.11216
5606 1.24215 -3.21637 2.62807
5669 3.95495 -3.14711 -1.05296
5667 -1.02153 -0.995375 -1.4357
5651 -0.179181 4.40475 -1.03641
5654 3.85548 -0.412485 2.46572
5668 -2.29382 -0.340831 0.252959
5670 1.03569 2.4638 -0.600323
5715 -1.21433 1.02345 2.63191
5731 1.43346 0.922213 0.910089
5733 -3.40771 1.94455 -2.50042
5650 -0.390213 -2.52391 3.45583
5718 0.163378 -0.300623 3.74386
5732 -0.729455 -0.98326 -7.31241
5734 -2.44061 2.50696 -0.65083
5779 1.77702 -1.429 -3.22869
5795 -4.02294 4.37033 1.26287
5797 -0.722714 2.74243 -0.648201
5793 2.4478 -3.47145 0.790217
5782 -1.4096 -0.890696 1.51112
5796 0.415805 2.65099 -0.463166
5798 -0.50584 1.17072 -2.21849
5843 -1.64613 -0.0105539 0.958413
5859 -2.56971 0.584998 3.32378
5861 -2.13806 1.83597 0.642708
5778 -0.100771 4.89116 2.68067
5846 -2.23725 1.15298 1.36304
5860 -0.0669965 -2.59205 0.672928
5862 -2.45163 -3.34811 1.72154
5907 4.5877 0.512502 -2.52417
5923 2.74991 1.74818 0.505856
5925 -0.892172 -3.53125 -0.929492
5858 1.20165 1.92602 1.05997
5910 0.227023 -1.18678 1.05479
5924 -1.94634 1.52717 -1.07142
5926 0.252801 -1.2715 -0.890474
5971 1.43516 -0.11061 -0.878216
5987 -3.47356 2.62665 1.43761
5989 -1.37018 -0.335244 0.500969
5906 -2.90007 0.8842 2.38965
5985 0.0549666 0.737268 2.22481
5974 0.519989 1.1808 -4.12501
5988 2.18743 -3.72454 1.21213
5990 -1.55052 2.2953 2.67701
6035 -1.38203 -1.67119 -0.472566
6051 -0.901885 3.85334 0.699599
6053 -3.46281 -2.25129 -2.58798
6049 -3.89764 0.368067 -0.294526
5970 -0.415903 0.376144 -0.0145464
5986 -0.328781 -3.66201 -1.41897
6038 -5.74692 2.82239 -0.810272
6052 -3.97211 3.86961 -0.715774
6054 -1.73004 -1.03684 2.40875
6099 0.188953 -3.47932 -1.0738
6115 1.26513 -1.14446 -3.36715
6117 0.731781 -1.77055 -0.804303
6113 3.05152 -0.948398 3.94469
6034 -3.79649 2.8587 0.609051
6102 1.05929 -3.32062 1.77684
6116 -2.8695 3.12926 -3.20183
6118 0.401599 -2.17179 -1.30512
6163 -0.865013 -2.62068 -2.10737
6179 1.26832 0.793778 2.76995
6181 -1.93995 0.89207 -2.23897
6114 2.42858 -1.48545 -3.75824
6177 -0.96946 0.127212 4.95612
6166 -2.21643 2.07141 3.90125
6180 -5.62189 -3.26385 2.65271
6182 1.19443 0.00251863 0.48497
6227 -2.63158 4.58943 -2.72934
6243 -0.694159 1.10059 1.37615
6245 -1.25212 2.79799 2.99721
6162 -0.0565863 -1.32991 -2.0076
6230 -0.237511 -0.983897 1.34824
6244 -0.305644 0.558803 -1.58578
6246 0.0814019 -1.21198 0.331458
6241 -0.975161 1.13134 0.0230626
6178 -4.08387 -0.235402 -0.427543
6291 -1.90026 -1.85811 3.18487
6307 -0.250049 -2.19482 -1.09311
6309 -1.02255 -3.61404 0.45801
6308 -0.560059 -3.58899 -3.45599
6226 -0.337398 1.43121 -4.07796
6242 -3.54033 -2.7606 1.29274
6306 -0.109733 -0.101813 -1.0759
6305 1.04805 -1.75371 -1.20412
6290 -3.64769 2.68225 -0.549703
6310 3.69062 0.0919783 0.893832
6294 -0.384877 -1.12803 0.763649
6355 4.53559 -2.24551 0.176815
6358 -0.49665 0.728543 -0.77387
6371 -1.39211 1.53798 0.0687189
6372 -1.22654 1.86355 1.63078
6373 -3.62656 -0.138142 -1.85307
6374 -0.374612 0.964463 -3.14587
6354 0.776412 -1.84622 -2.53464
6369 -0.76379 -4.60413 -0.527381
6370 -2.16014 2.7595 0.213029
4 3.84383 6.44062 -0.393814
1 0.233674 -3.29458 -3.88125
51 -1.85084 0.847747 -1.96265
52 -2.94931 -2.17351 2.08476
53 1.74505 -0.145792 -2.04208
54 2.74368 2.96896 -1.60692
49 -1.39219 -1.15158 4.55462
50 -0.163785 1.97038 -1.22378
69 4.24935 2.30616 -0.842207
65 -0.253314 2.73345 3.10153
68 -0.768411 0.447648 3.17149
115 3.46691 1.80301 -1.46709
117 -2.21906 0.876711 -4.61854
116 2.13206 -2.92558 0.35749
118 -1.09396 -0.77268 1.14871
114 -3.06974 -0.832022 -1.04374
132 1.10203 -0.52032 -0.811577
197 -0.850949 -5.51752 -1.97724
179 1.63072 -0.437138 1.56829
181 1.35885 -2.09495 3.58056
177 -0.309051 1.11318 1.55782
133 -1.54896 -1.38031 -1.31498
129 3.7119 1.88983 -2.21111
